Date	Qsim	Qobs	Precipitation	Temperature	AET	PET	Snow	Snowcover	SM	Recharge	SUZ	SLZ	Q0	Q1	Q2	Qsim_rain	Qsim_snow
19831105	0.349540616	0.75	0	-0.2	0	0.1	0.3	1	119	0	0.7	86	0	0.134	0.215	0.29	0.06
19831106	0.285647345	0.66	0.7	1.3	0	0.1	1	1	119	0	0.3	86.1	0	0.07	0.216	0.229	0.056
19831107	0.301509549	0.64	0.4	2.7	0	0.1	0	0	119.3	1	0.8	86.2	0	0.086	0.216	0.244	0.058
19831108	0.303922094	0.62	0	3.6	0.07	0.09	0	0	119.3	0	0.4	86.4	0	0.088	0.216	0.246	0.058
19831109	0.246097283	0.62	0	2.9	0.06	0.08	0	0	119.2	0	0	86.5	0	0.029	0.217	0.192	0.054
19831110	0.218686322	0.6	0	1.5	0.05	0.06	0	0	119.2	0	0	86.3	0	0.002	0.217	0.166	0.053
19831111	0.216115669	0.55	0	-3.7	0.03	0.04	0	0	119.1	0	0	86.1	0	0	0.216	0.164	0.052
19831112	0.21557538	0.5	0.4	-6.7	0.02	0.03	0.4	1	119.1	0	0	85.9	0	0	0.216	0.163	0.052
19831113	0.215036442	0.41	0	-12.6	0	0.01	0.4	1	119.1	0	0	85.7	0	0	0.215	0.163	0.052
19831114	0.214498851	0.4	0	-2.4	0	0.02	0.4	1	119.1	0	0	85.5	0	0	0.214	0.163	0.052
19831115	0.213962604	0.4	2.1	1.3	0	0.01	2.3	1	119.1	0	0	85.3	0	0	0.214	0.162	0.052
19831116	0.213427697	0.36	0	-5.8	0	0	2.3	1	119.1	0	0	85.1	0	0	0.213	0.162	0.052
19831117	0.212894128	0.35	0	-8.7	0	0	2.3	1	119.1	0	0	84.8	0	0	0.213	0.161	0.052
19831118	0.212361893	0.33	0	-0.2	0	0	2.3	1	119.1	0	0	84.6	0	0	0.212	0.161	0.051
19831119	0.211830988	0.33	0.5	-5.9	0	0	2.8	1	119.1	0	0	84.4	0	0	0.212	0.161	0.051
19831120	0.21130141	0.33	6.8	-2.7	0	0	9.1	1	119.1	0	0	84.2	0	0	0.211	0.16	0.051
19831121	0.210773157	0.31	0.6	-7.2	0	0	9.6	1	119.1	0	0	84	0	0	0.211	0.16	0.051
19831122	0.210246224	0.29	0	-15.3	0	0	9.6	1	119.1	0	0	83.8	0	0	0.21	0.159	0.051
19831123	0.209720608	0.28	0	-8.2	0	0	9.6	1	119.1	0	0	83.6	0	0	0.21	0.159	0.051
19831124	0.209196307	0.24	0	-5.7	0	0	9.6	1	119.1	0	0	83.4	0	0	0.209	0.159	0.051
19831125	0.465663123	0.24	0	3.4	0	0	4.2	1	120.5	4	3.2	83.5	0	0.257	0.209	0.388	0.078
19831126	0.622686535	0.24	5.1	-3.3	0	0	8.9	1	120.5	0	2.4	83.7	0	0.413	0.21	0.528	0.094
19831127	0.522553581	0.26	1.7	-16.6	0	0	10.5	1	120.5	0	1.8	83.8	0	0.313	0.21	0.439	0.084
19831128	0.43548587	0.26	0	-20.6	0	0	10.5	1	120.5	0	1.3	84	0	0.225	0.21	0.361	0.074
19831129	0.359784802	0.24	0	-20.4	0	0	10.5	1	120.5	0	0.8	84.1	0	0.149	0.211	0.294	0.066
19831130	0.293972591	0.24	0.2	-14	0	0	10.6	1	120.5	0	0.4	84.3	0	0.083	0.211	0.235	0.059
19831201	0.236763569	0.24	0.5	-18.5	0	0	11.1	1	120.5	0	0	84.4	0	0.025	0.211	0.184	0.053
19831202	0.211640593	0.24	0.8	-7.4	0	0	11.9	1	120.5	0	0	84.2	0	0	0.211	0.161	0.05
19831203	0.210777489	0.23	1.7	0.4	0	0	13.4	1	120.5	0	0	84	0	0	0.211	0.161	0.05
19831204	0.210250545	0.22	0	-0.9	0	0	13.4	1	120.5	0	0	83.8	0	0	0.21	0.16	0.05
19831205	0.209724919	0.24	2.8	-1.1	0	0	16	1	120.5	0	0	83.6	0	0	0.21	0.16	0.05
19831206	0.209200607	0.24	0.9	-5.1	0	0	16.8	1	120.5	0	0	83.4	0	0	0.209	0.159	0.05
19831207	0.208677605	0.24	0	-7.3	0	0	16.8	1	120.5	0	0	83.2	0	0	0.209	0.159	0.05
19831208	0.208155911	0.22	1.9	-4.2	0	0	18.6	1	120.5	0	0	83	0	0	0.208	0.159	0.05
19831209	0.207635521	0.21	8.8	-11.5	0	0	26.7	1	120.5	0	0	82.8	0	0	0.208	0.158	0.049
19831210	0.207116433	0.22	0	-26.3	0	0	26.7	1	120.5	0	0	82.5	0	0	0.207	0.158	0.049
19831211	0.206598642	0.22	1	-18.6	0	0	27.6	1	120.5	0	0	82.3	0	0	0.207	0.157	0.049
19831212	0.206082145	0.21	0	-17.1	0	0	27.6	1	120.5	0	0	82.1	0	0	0.206	0.157	0.049
19831213	0.20556694	0.2	0.4	-13	0	0	28	1	120.5	0	0	81.9	0	0	0.206	0.157	0.049
19831214	0.205053022	0.2	0	-6.9	0	0	28	1	120.5	0	0	81.7	0	0	0.205	0.156	0.049
19831215	0.204659969	0.19	0	2.2	0	0	27.9	1	120.5	0.1	0	81.6	0	0	0.205	0.156	0.049
19831216	0.204248751	0.21	0	-3.6	0	0	27.9	1	120.5	0	0	81.4	0	0	0.204	0.156	0.049
19831217	0.203738129	0.21	0	-6.9	0	0	27.9	1	120.5	0	0	81.2	0	0	0.204	0.155	0.049
19831218	0.203228784	0.21	1.1	-6.4	0	0	28.9	1	120.5	0	0	81	0	0	0.203	0.155	0.048
19831219	0.202720712	0.21	0	-6.8	0	0	28.9	1	120.5	0	0	80.8	0	0	0.203	0.154	0.048
19831220	0.20221391	0.21	1.5	-7.7	0	0	30.3	1	120.5	0	0	80.6	0	0	0.202	0.154	0.048
19831221	0.201708376	0.21	2.9	-7.4	0	0	33	1	120.5	0	0	80.4	0	0	0.202	0.154	0.048
19831222	0.201204105	0.21	1.2	-4.5	0	0	34.1	1	120.5	0	0	80.2	0	0	0.201	0.153	0.048
19831223	0.200701094	0.22	1.3	-2.9	0	0	35.3	1	120.5	0	0	80	0	0	0.201	0.153	0.048
19831224	0.200199342	0.24	8.8	-3.2	0	0	43.5	1	120.5	0	0	79.8	0	0	0.2	0.153	0.048
19831225	0.199698843	0.24	3.2	-18.8	0	0	46.4	1	120.5	0	0	79.6	0	0	0.2	0.152	0.048
19831226	0.199199596	0.24	2.3	-12.8	0	0	48.5	1	120.5	0	0	79.4	0	0	0.199	0.152	0.047
19831227	0.198701597	0.24	2.4	-6.4	0	0	50.7	1	120.5	0	0	79.2	0	0	0.199	0.151	0.047
19831228	0.198204843	0.24	0.4	-0.2	0	0	51.1	1	120.5	0	0	79	0	0	0.198	0.151	0.047
19831229	0.197709331	0.24	0.8	-0.8	0	0	51.9	1	120.5	0	0	78.8	0	0	0.198	0.151	0.047
19831230	0.197215058	0.23	0	-2.2	0	0	51.9	1	120.5	0	0	78.6	0	0	0.197	0.15	0.047
19831231	0.19672202	0.21	4.5	-4.4	0	0	56	1	120.5	0	0	78.4	0	0	0.197	0.15	0.047
19840101	0.196230215	0.24	3.4	-1.3	0	0	59.1	1	120.5	0	0	78.2	0	0	0.196	0.15	0.047
19840102	0.19573964	0.22	0	-3.4	0	0	59.1	1	120.5	0	0	78	0	0	0.196	0.149	0.047
19840103	0.19525029	0.22	0	-8.3	0	0	59.1	1	120.5	0	0	77.8	0	0	0.195	0.149	0.046
19840104	0.194762165	0.24	4.8	-10.8	0	0	63.5	1	120.5	0	0	77.6	0	0	0.195	0.148	0.046
19840105	0.194275259	0.24	0	-9.6	0	0	63.5	1	120.5	0	0	77.4	0	0	0.194	0.148	0.046
19840106	0.193789571	0.21	0.6	-16.1	0	0	64.1	1	120.5	0	0	77.2	0	0	0.194	0.148	0.046
19840107	0.193305097	0.21	0.4	-17.7	0	0	64.5	1	120.5	0	0	77	0	0	0.193	0.147	0.046
19840108	0.192821834	0.21	0.6	-13.9	0	0	65	1	120.5	0	0	76.8	0	0	0.193	0.147	0.046
19840109	0.19233978	0.21	0	-23.9	0	0	65	1	120.5	0	0	76.7	0	0	0.192	0.147	0.046
19840110	0.19185893	0.2	0	-19.1	0	0	65	1	120.5	0	0	76.5	0	0	0.192	0.146	0.046
19840111	0.191379283	0.21	0.9	-4.6	0	0	65.9	1	120.5	0	0	76.3	0	0	0.191	0.146	0.046
19840112	0.190900835	0.21	5.3	-4.9	0	0	70.8	1	120.5	0	0	76.1	0	0	0.191	0.145	0.045
19840113	0.190423583	0.22	0	0.3	0	0	70.8	1	120.5	0	0	75.9	0	0	0.19	0.145	0.045
19840114	0.189947524	0.23	8.1	-2.1	0	0	78.2	1	120.5	0	0	75.7	0	0	0.19	0.145	0.045
19840115	0.189472655	0.21	0.3	-13.9	0	0	78.5	1	120.5	0	0	75.5	0	0	0.189	0.144	0.045
19840116	0.188998973	0.21	0	-22.9	0	0	78.5	1	120.5	0	0	75.3	0	0	0.189	0.144	0.045
19840117	0.188526476	0.2	0	-18.9	0	0	78.5	1	120.5	0	0	75.1	0	0	0.189	0.144	0.045
19840118	0.18805516	0.19	2.1	-8.1	0	0	80.4	1	120.5	0	0	74.9	0	0	0.188	0.143	0.045
19840119	0.187585022	0.19	0	-14.4	0	0	80.4	1	120.5	0	0	74.8	0	0	0.188	0.143	0.045
19840120	0.187116059	0.19	0	-18.2	0	0	80.4	1	120.5	0	0	74.6	0	0	0.187	0.143	0.045
19840121	0.186648269	0.2	0.3	-18	0	0	80.7	1	120.5	0	0	74.4	0	0	0.187	0.142	0.044
19840122	0.186181648	0.21	0	-20.8	0	0	80.7	1	120.5	0	0	74.2	0	0	0.186	0.142	0.044
19840123	0.185716194	0.2	0	-20.6	0	0	80.7	1	120.5	0	0	74	0	0	0.186	0.141	0.044
19840124	0.185251904	0.2	0.8	-22.2	0	0	81.4	1	120.5	0	0	73.8	0	0	0.185	0.141	0.044
19840125	0.184788774	0.21	0	-29.1	0	0	81.4	1	120.5	0	0	73.6	0	0	0.185	0.141	0.044
19840126	0.184326802	0.2	0	-24.6	0	0	81.4	1	120.5	0	0	73.5	0	0	0.184	0.14	0.044
19840127	0.183865985	0.19	0	-26.3	0	0	81.4	1	120.5	0	0	73.3	0	0	0.184	0.14	0.044
19840128	0.18340632	0.19	0	-20.5	0	0.01	81.4	1	120.5	0	0	73.1	0	0	0.183	0.14	0.044
19840129	0.182947804	0.19	1.5	-11.2	0	0.01	82.8	1	120.5	0	0	72.9	0	0	0.183	0.139	0.044
19840130	0.182490435	0.19	0.6	-11.1	0	0.01	83.4	1	120.5	0	0	72.7	0	0	0.182	0.139	0.043
19840131	0.182034209	0.19	3.8	-4.9	0	0.02	86.9	1	120.5	0	0	72.5	0	0	0.182	0.139	0.043
19840201	0.181579123	0.19	5	-2.6	0	0.02	91.5	1	120.5	0	0	72.4	0	0	0.182	0.138	0.043
19840202	0.181125175	0.19	1.7	-1.7	0	0.02	93	1	120.5	0	0	72.2	0	0	0.181	0.138	0.043
19840203	0.180672363	0.18	0.3	-2.2	0	0.02	93.3	1	120.5	0	0	72	0	0	0.181	0.138	0.043
19840204	0.180220682	0.17	4.9	-1.7	0	0.03	97.8	1	120.5	0	0	71.8	0	0	0.18	0.137	0.043
19840205	0.17977013	0.17	0	-0.3	0	0.03	97.8	1	120.5	0	0	71.6	0	0	0.18	0.137	0.043
19840206	0.179320705	0.17	3.6	-6	0	0.02	101.1	1	120.5	0	0	71.5	0	0	0.179	0.137	0.043
19840207	0.178872403	0.19	6	-4.5	0	0.03	106.6	1	120.5	0	0	71.3	0	0	0.179	0.136	0.043
19840208	0.178425222	0.18	3.4	-7	0	0.03	109.8	1	120.5	0	0	71.1	0	0	0.178	0.136	0.042
19840209	0.177979159	0.17	0.4	-10.1	0	0.02	110.2	1	120.5	0	0	70.9	0	0	0.178	0.136	0.042
19840210	0.177534211	0.18	0	-9.9	0	0.02	110.2	1	120.5	0	0	70.8	0	0	0.178	0.135	0.042
19840211	0.177090375	0.17	0	-8.2	0	0.03	110.2	1	120.5	0	0	70.6	0	0	0.177	0.135	0.042
19840212	0.176647649	0.17	0.6	-4.8	0	0.03	110.7	1	120.5	0	0	70.4	0	0	0.177	0.135	0.042
19840213	0.17620603	0.17	0	-5	0	0.03	110.7	1	120.5	0	0	70.2	0	0	0.176	0.134	0.042
19840214	0.175765515	0.17	0.4	-6.7	0	0.03	111.1	1	120.5	0	0	70.1	0	0	0.176	0.134	0.042
19840215	0.175326101	0.17	0	-10.6	0	0.03	111.1	1	120.5	0	0	69.9	0	0	0.175	0.134	0.042
19840216	0.174887786	0.17	0	-11.2	0	0.03	111.1	1	120.5	0	0	69.7	0	0	0.175	0.133	0.042
19840217	0.174450567	0.16	0	-6.9	0	0.05	111.1	1	120.5	0	0	69.5	0	0	0.174	0.133	0.042
19840218	0.17401444	0.16	0	-4.7	0	0.06	111.1	1	120.5	0	0	69.4	0	0	0.174	0.133	0.041
19840219	0.173579404	0.15	0	-9.7	0	0.06	111.1	1	120.5	0	0	69.2	0	0	0.174	0.132	0.041
19840220	0.173145456	0.14	0	-11.3	0	0.06	111.1	1	120.5	0	0	69	0	0	0.173	0.132	0.041
19840221	0.172712592	0.14	1	-5.1	0	0.09	112.1	1	120.5	0	0	68.8	0	0	0.173	0.132	0.041
19840222	0.172280811	0.14	0.7	-6.2	0	0.09	112.7	1	120.5	0	0	68.7	0	0	0.172	0.131	0.041
19840223	0.171850109	0.13	1.5	-6.2	0	0.1	114.1	1	120.5	0	0	68.5	0	0	0.172	0.131	0.041
19840224	0.171420483	0.13	0.2	-5.3	0	0.11	114.3	1	120.5	0	0	68.3	0	0	0.171	0.131	0.041
19840225	0.170991932	0.13	1.3	-5	0	0.12	115.5	1	120.5	0	0	68.1	0	0	0.171	0.13	0.041
19840226	0.170564452	0.13	0.9	0.8	0	0.16	116.4	1	120.5	0	0	68	0	0	0.171	0.13	0.041
19840227	0.170138041	0.14	0	-4.4	0	0.14	116.4	1	120.5	0	0	67.8	0	0	0.17	0.13	0.041
19840228	0.169712696	0.14	0	-5.8	0	0.14	116.4	1	120.5	0	0	67.6	0	0	0.17	0.129	0.04
19840229	0.169288414	0.14	0	-2	0	0.18	116.4	1	120.5	0	0	67.5	0	0	0.169	0.129	0.04
19840301	0.168865193	0.13	0	-2.7	0	0.18	116.4	1	120.5	0	0	67.3	0	0	0.169	0.129	0.04
19840302	0.16844303	0.13	0	-8	0	0.14	116.4	1	120.5	0	0	67.1	0	0	0.168	0.128	0.04
19840303	0.168021923	0.13	0	-10.4	0	0.13	116.4	1	120.5	0	0	67	0	0	0.168	0.128	0.04
19840304	0.167601868	0.13	0	-5.1	0	0.18	116.4	1	120.5	0	0	66.8	0	0	0.168	0.128	0.04
19840305	0.167182863	0.13	0	-3.8	0	0.2	116.4	1	120.5	0	0	66.6	0	0	0.167	0.127	0.04
19840306	0.166764906	0.15	1.5	-2.1	0	0.22	117.7	1	120.5	0	0	66.5	0	0	0.167	0.127	0.04
19840307	0.166347994	0.15	3.6	-1.9	0	0.23	121.1	1	120.5	0	0	66.3	0	0	0.166	0.127	0.04
19840308	0.165932124	0.15	1.9	-3.8	0	0.22	122.8	1	120.5	0	0	66.1	0	0	0.166	0.126	0.04
19840309	0.165517293	0.14	0	-10.8	0	0.15	122.8	1	120.5	0	0	66	0	0	0.166	0.126	0.039
19840310	0.1651035	0.14	5.4	-5.2	0	0.22	127.7	1	120.5	0	0	65.8	0	0	0.165	0.126	0.039
19840311	0.164690741	0.14	1.7	-4.7	0	0.23	129.3	1	120.5	0	0	65.6	0	0	0.165	0.125	0.039
19840312	0.164279015	0.14	0.8	-4.2	0	0.24	130	1	120.5	0	0	65.5	0	0	0.164	0.125	0.039
19840313	0.163868317	0.14	0	-6.3	0	0.22	130	1	120.5	0	0	65.3	0	0	0.164	0.125	0.039
19840314	0.163458646	0.14	0	-9.4	0	0.19	130	1	120.5	0	0	65.1	0	0	0.163	0.125	0.039
19840315	0.16305	0.14	0	-8.2	0	0.21	130	1	120.5	0	0	65	0	0	0.163	0.124	0.039
19840316	0.162642375	0.14	0	-7.4	0	0.23	130	1	120.5	0	0	64.8	0	0	0.163	0.124	0.039
19840317	0.162235769	0.12	0	-7.4	0	0.24	130	1	120.5	0	0	64.7	0	0	0.162	0.124	0.039
19840318	0.161830179	0.11	0.3	-14	0	0.15	130.3	1	120.5	0	0	64.5	0	0	0.162	0.123	0.039
19840319	0.161425604	0.11	0	-10.6	0	0.22	130.3	1	120.5	0	0	64.3	0	0	0.161	0.123	0.038
19840320	0.16102204	0.11	0	-7.3	0	0.29	130.3	1	120.5	0	0	64.2	0	0	0.161	0.123	0.038
19840321	0.160619485	0.11	0.1	-2.1	0	0.41	130.4	1	120.5	0	0	64	0	0	0.161	0.122	0.038
19840322	0.160217936	0.11	0	-7	0	0.33	130.4	1	120.5	0	0	63.9	0	0	0.16	0.122	0.038
19840323	0.159817391	0.11	0	-13.5	0	0.2	130.4	1	120.5	0	0	63.7	0	0	0.16	0.122	0.038
19840324	0.159417848	0.11	0	-13.5	0	0.21	130.4	1	120.5	0	0	63.5	0	0	0.159	0.121	0.038
19840325	0.159019303	0.11	0	-11.4	0	0.27	130.4	1	120.5	0	0	63.4	0	0	0.159	0.121	0.038
19840326	0.158621755	0.11	0.3	-6	0	0.41	130.7	1	120.5	0	0	63.2	0	0	0.159	0.121	0.038
19840327	0.1582252	0.11	0	-9.4	0	0.33	130.7	1	120.5	0	0	63.1	0	0	0.158	0.121	0.038
19840328	0.157829637	0.11	0	-9.3	0	0.35	130.7	1	120.5	0	0	62.9	0	0	0.158	0.12	0.038
19840329	0.157435063	0.1	0	-11.1	0	0.31	130.7	1	120.5	0	0	62.7	0	0	0.157	0.12	0.037
19840330	0.157041476	0.12	9.5	-3.8	0	0.53	139.5	1	120.5	0	0	62.6	0	0	0.157	0.12	0.037
19840331	0.156648872	0.13	3.6	-5.4	0	0.49	142.8	1	120.5	0	0	62.4	0	0	0.157	0.119	0.037
19840401	0.15625725	0.14	0	-6.2	0	0.48	142.8	1	120.5	0	0	62.3	0	0	0.156	0.119	0.037
19840402	0.155866607	0.13	0	-2.4	0	0.62	142.8	1	120.5	0	0	62.1	0	0	0.156	0.119	0.037
19840403	0.15547694	0.13	0	-4	0	0.58	142.8	1	120.5	0	0	62	0	0	0.155	0.118	0.037
19840404	0.155088248	0.13	0	0.1	0	0.74	142.8	1	120.5	0	0	61.8	0	0	0.155	0.118	0.037
19840405	0.154700527	0.13	0.8	0.7	0	0.78	143.6	1	120.5	0	0	61.7	0	0	0.155	0.118	0.037
19840406	0.154313776	0.13	0	1.8	0	0.84	143.6	1	120.5	0	0	61.5	0	0	0.154	0.118	0.037
19840407	0.18650584	0.13	0	5.5	0	1	142.5	1	120.8	0.8	0.4	61.7	0	0.032	0.154	0.146	0.041
19840408	0.504530471	0.13	0	3.5	0	0.94	136.4	1	122.3	4.5	4	61.9	0	0.35	0.155	0.412	0.092
19840409	1.204405018	0.13	0	4.3	0	0.99	126.8	1	124.6	7.4	9.6	62.1	0	1.049	0.155	0.969	0.235
19840410	1.952315151	0.14	0	4.1	0	1.01	117.8	1	126.6	7	14.1	62.3	0	1.796	0.156	1.522	0.43
19840411	2.626278456	0.17	0	4.3	0	1.04	108.2	1	128.6	7.7	18.6	62.5	0	2.47	0.156	1.971	0.655
19840412	2.713229645	0.2	0	1.3	0	0.92	108.2	1	128.6	0	15.9	62.7	0	2.556	0.157	2.003	0.71
19840413	2.334623992	0.22	0.8	0.1	0	0.89	108.9	1	128.6	0	13.5	62.9	0	2.177	0.157	1.724	0.61
19840414	2.361714418	0.3	0	3.5	0	1.06	102.6	1	129.9	5	15.8	63.1	0	2.204	0.158	1.711	0.651
19840415	3.366466665	0.41	0	5.3	0	1.16	89.3	1	132.3	10.9	22.4	63.3	0.27	2.938	0.158	2.292	1.074
19840416	5.400550603	0.66	3	5	0	1.17	77	1	134.9	12.7	28.4	63.5	1.226	4.015	0.159	3.428	1.972
19840417	5.454271985	1.39	0	0.9	0	1.02	77	1	134.9	0	23.6	63.7	1.256	4.039	0.159	3.383	2.071
19840418	3.834092279	2.57	0	1.6	0	1.11	76.9	1	134.9	0.1	20.3	63.9	0.362	3.312	0.16	2.384	1.45
19840419	2.96598465	3.23	0	0.2	0	1.07	76.9	1	134.9	0	17.3	64.1	0.01	2.795	0.161	1.848	1.118
19840420	3.005093057	3.12	1.2	3.5	0	1.32	70.6	1	136.1	6.4	20.3	64.3	0.011	2.833	0.161	1.828	1.178
19840421	3.0365298	3.14	0	2	0	1.28	69.4	1	136.3	1	18.2	64.5	0.009	2.866	0.161	1.807	1.229
19840422	4.378427228	4	0.2	6	0	1.59	53.4	1	138.7	13.8	26.2	64.7	0.735	3.481	0.162	2.432	1.947
19840423	5.652350231	5.3	0.5	3.4	0	1.47	47.1	1	139.6	6	26.3	64.9	1.363	4.126	0.162	2.997	2.655
19840424	6.95632993	6.2	0	6.1	0	1.71	31.1	0.86	141.6	14	32.1	65.1	2.083	4.711	0.163	3.461	3.496
19840425	8.607578098	8.51	1.8	5.4	0.21	1.72	19.4	0.86	142.9	11.8	34.7	65.3	2.993	5.451	0.163	4.025	4.582
19840426	9.447759885	9.59	8.6	3.1	0.2	1.59	15.1	0.86	144.1	11.6	36.3	65.5	3.457	5.827	0.164	4.245	5.203
19840427	8.937681662	7.61	0	4	0.21	1.7	9.8	0.3	144.4	4.8	32.6	65.7	3.175	5.598	0.164	3.945	4.992
19840428	7.903836447	7.19	0	8.2	1.33	2.11	3	0.3	143.7	6.2	31	65.9	2.604	5.135	0.165	3.434	4.47
19840429	6.805933784	8.56	0	8.9	1.39	2.23	0	0	142.5	2.7	27.4	66.1	1.998	4.642	0.165	2.912	3.894
19840430	5.1343184	8.67	0	9.6	2.09	2.35	0	0	140.4	0	22.9	66.3	1.076	3.893	0.166	2.195	2.94
19840501	3.646531721	7.88	0	8.7	2.04	2.32	0	0	138.4	0	19.6	66.5	0.28	3.2	0.166	1.574	2.072
19840502	2.867627466	7.05	0	7.4	1.95	2.25	0	0	136.5	0	16.8	66.7	0	2.701	0.167	1.249	1.618
19840503	2.470214103	6	0	6.1	1.85	2.17	0	0	134.6	0	14.3	66.9	0	2.303	0.167	1.084	1.387
19840504	2.309004583	4.98	3.1	8.1	2.04	2.42	0	0	133.1	2.6	14.4	67.1	0	2.141	0.168	1.009	1.3
19840505	2.139273687	4.17	0	6.8	1.94	2.33	0	0	131.1	0	12.2	67.3	0	1.971	0.168	0.934	1.205
19840506	1.872595932	3.58	0.6	4.1	1.71	2.08	0	0	129.5	0.5	10.7	67.4	0	1.704	0.169	0.823	1.049
19840507	1.634904355	3.03	0	2.2	1.54	1.9	0	0	128	0	9	67.6	0	1.466	0.169	0.725	0.91
19840508	1.398051234	2.61	0	2.3	1.55	1.94	0	0	126.4	0	7.5	67.8	0	1.228	0.17	0.627	0.771
19840509	1.203696967	2.2	0.3	1.6	1.49	1.89	0.1	0.3	125	0.2	6.4	68	0	1.033	0.17	0.547	0.656
